t,area,hsv_class,hsv_conf,yolo_class,yolo_conf,fused_class,fused_conf,agree
6.6,6017,stressed_crop,0.506,stressed_crop,0.506,stressed_crop,0.506,1
6.6,5982,healthy_crop,0.653,healthy_crop,0.653,healthy_crop,0.653,1
6.6,5400,healthy_crop,0.682,healthy_crop,0.682,healthy_crop,0.682,1
6.6,4033,stressed_crop,0.449,stressed_crop,0.449,stressed_crop,0.449,1
6.6,4000,stressed_crop,0.536,stressed_crop,0.536,stressed_crop,0.536,1
6.6,3483,healthy_crop,0.613,healthy_crop,0.613,healthy_crop,0.613,1
6.6,3468,stressed_crop,0.527,stressed_crop,0.527,stressed_crop,0.527,1
6.6,3410,stressed_crop,0.469,stressed_crop,0.469,stressed_crop,0.469,1
6.6,2779,stressed_crop,0.524,stressed_crop,0.524,stressed_crop,0.524,1
6.6,2321,healthy_crop,0.579,healthy_crop,0.579,healthy_crop,0.579,1
6.6,1695,stressed_crop,0.479,stressed_crop,0.479,stressed_crop,0.479,1
6.6,1602,stressed_crop,0.517,stressed_crop,0.517,stressed_crop,0.517,1
6.6,1589,healthy_crop,0.637,healthy_crop,0.637,healthy_crop,0.637,1
6.7,169087,healthy_crop,0.64,healthy_crop,0.64,healthy_crop,0.64,1
6.7,122570,drought_stress,0.522,drought_stress,0.522,drought_stress,0.522,1
6.7,63822,healthy_crop,0.665,healthy_crop,0.665,healthy_crop,0.665,1
6.7,13228,drought_stress,0.521,drought_stress,0.521,drought_stress,0.521,1
6.7,7886,stressed_crop,0.474,stressed_crop,0.474,stressed_crop,0.474,1
6.7,7372,healthy_crop,0.623,healthy_crop,0.623,healthy_crop,0.623,1
6.7,6049,stressed_crop,0.475,stressed_crop,0.475,stressed_crop,0.475,1
6.7,5562,healthy_crop,0.645,healthy_crop,0.645,healthy_crop,0.645,1
6.7,5180,stressed_crop,0.525,stressed_crop,0.525,stressed_crop,0.525,1
